code,description,severity,affected_system,symptoms,impact,recommendation
U1209,SCP (J1850) Invalid or Missing Data for Seat Switches,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1210,SCP (J1850) Invalid or Missing Data for Restraints,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1211,SCP (J1850) Invalid or Missing Data for Restraints,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1212,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1213,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1214,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1215,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1216,SCP (J1850) Invalid or Missing Data for External Lamp Outage,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1217,SCP (J1850) Invalid or Missing Data for External Lamp Outage,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1218,SCP (J1850) Invalid or Missing Data for External Lamps,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1219,SCP (J1850) Invalid or Missing Data for External Lamps,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1220,SCP (J1850) Invalid or Missing Data for Interior Lamp Outage,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1221,SCP (J1850) Invalid or Missing Data for Interior Lamp Outage,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1222,SCP (J1850) Invalid or Missing Data for Interior Lamps,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1223,SCP (J1850) Invalid or Missing Data for Interior Lamps,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1224,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1225,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1226,SCP (J1850) Invalid or Missing Data for Body Status Request,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1227,SCP (J1850) Invalid or Missing Data for Body Status Request,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1228,SCP (J1850) Invalid or Missing Data for Tires,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1229,SCP (J1850) Invalid or Missing Data for Tires,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1230,SCP (J1850) Invalid or Missing Data for Electric Defrost,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1231,SCP (J1850) Invalid or Missing Data for Electric Defrost,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1232,SCP (J1850) Invalid or Missing Data for Navigation,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1233,SCP (J1850) Invalid or Missing Data for Navigation,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1234,SCP (J1850) Invalid or Missing Data for Displays,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1235,SCP (J1850) Invalid or Missing Data for Displays,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1236,SCP (J1850) Invalid or Missing Data for Memory Storage,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1237,SCP (J1850) Invalid or Missing Data for Memory Storage,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1238,SCP (J1850) Invalid or Missing Data for Experimental #4,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1239,SCP (J1850) Invalid or Missing Data for Experimental #4,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1240,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1241,SCP (J1850) Invalid or Missing Data for Primary Id,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1242,SCP (J1850) Invalid or Missing Data for Exterior Environment,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1243,SCP (J1850) Invalid or Missing Data for Exterior Environment,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1244,SCP (J1850) Invalid or Missing Data for Interior Environment,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
U1245,SCP (J1850) Invalid or Missing Data for Interior Environment,Low,Network/Communication,"[""Possible reduced performance"", ""Check Engine Light on""]",Reduced performance and possible secondary system impact,Monitor vehicle; schedule routine maintenance inspection
